"SUID","coexpression","cooccurrence","databases","experiments","fusion","interaction","interspecies","name","neighborhood","score","selected","shared interaction","shared name","textmining"
"15554","0.706",,"0.9","0.72",,"pp",,"CD74 (pp) HLA-DQB1",,"0.994","false","pp","CD74 (pp) HLA-DQB1","0.426"
"15555","0.74",,"0.9","0.352",,"pp",,"CD74 (pp) HLA-DRB5",,"0.987","false","pp","CD74 (pp) HLA-DRB5","0.328"
"15556","0.171",,,"0.062",,"pp",,"CD74 (pp) SYK",,"0.401","false","pp","CD74 (pp) SYK","0.292"
"15557","0.336",,,,,"pp",,"CD74 (pp) AIF1",,"0.524","false","pp","CD74 (pp) AIF1","0.313"
"15558","0.348",,,,,"pp",,"CD74 (pp) CYBB",,"0.436","false","pp","CD74 (pp) CYBB","0.17"
"15559","0.554",,,,,"pp",,"CD74 (pp) LY86",,"0.636","false","pp","CD74 (pp) LY86","0.217"
"15560","0.077",,,,,"pp",,"CD74 (pp) GPX3",,"0.414","false","pp","CD74 (pp) GPX3","0.391"
"15561","0.924",,"0.9","0.889",,"pp",,"CD74 (pp) HLA-DRA",,"0.999","false","pp","CD74 (pp) HLA-DRA","0.574"
"15562","0.107",,,,,"pp",,"CD74 (pp) CD72",,"0.427","false","pp","CD74 (pp) CD72","0.384"
"15563","0.338",,,,,"pp",,"CD74 (pp) NCF4",,"0.462","false","pp","CD74 (pp) NCF4","0.221"
"15564","0.601",,,,,"pp",,"CD74 (pp) ITGB2",,"0.724","false","pp","CD74 (pp) ITGB2","0.338"
"15565","0.232",,,,,"pp",,"CD74 (pp) LCP1",,"0.512","false","pp","CD74 (pp) LCP1","0.39"
"15566","0.361",,,,,"pp",,"CD74 (pp) CSF2RB",,"0.406","false","pp","CD74 (pp) CSF2RB","0.109"
"15567","0.232",,,,,"pp",,"CD74 (pp) IFI30",,"0.462","false","pp","CD74 (pp) IFI30","0.328"
"15568","0.061",,,,,"pp",,"CD74 (pp) IL6",,"0.649","false","pp","CD74 (pp) IL6","0.642"
"15569","0.098",,,"0.379",,"pp",,"CD74 (pp) CXCR4",,"0.832","false","pp","CD74 (pp) CXCR4","0.725"
"15570","0.804",,"0.9","0.41",,"pp",,"CD74 (pp) HLA-DQB2",,"0.995","false","pp","CD74 (pp) HLA-DQB2","0.651"
"15571","0.825",,"0.9","0.47",,"pp",,"CD74 (pp) HLA-DPA1",,"0.995","false","pp","CD74 (pp) HLA-DPA1","0.547"
"15572","0.146",,,,,"pp",,"CD74 (pp) TNF",,"0.459","false","pp","CD74 (pp) TNF","0.392"
"15573","0.631",,"0.9","0.379",,"pp",,"CD74 (pp) HLA-DMB",,"0.985","false","pp","CD74 (pp) HLA-DMB","0.445"
"15574",,,,"0.943",,"pp",,"CD74 (pp) COPG2",,"0.943","false","pp","CD74 (pp) COPG2",
"15575","0.35",,"0.9","0.411",,"pp",,"CD74 (pp) HLA-DPB1",,"0.975","false","pp","CD74 (pp) HLA-DPB1","0.424"
"15576","0.46",,,,,"pp",,"CD74 (pp) ENSP00000412457",,"0.703","false","pp","CD74 (pp) ENSP00000412457","0.473"
"15577",,,,,,"pp",,"CD74 (pp) SERINC5",,"0.459","false","pp","CD74 (pp) SERINC5","0.459"
"15578","0.283",,,,,"pp",,"CD74 (pp) ITGAM",,"0.568","false","pp","CD74 (pp) ITGAM","0.422"
"15579","0.336",,,"0.062",,"pp",,"CD74 (pp) HCK",,"0.435","false","pp","CD74 (pp) HCK","0.166"
"15580","0.172",,,,,"pp",,"CD74 (pp) ITGAX",,"0.444","false","pp","CD74 (pp) ITGAX","0.356"
"15581","0.131",,,,,"pp",,"CD74 (pp) MRC1",,"0.405","false","pp","CD74 (pp) MRC1","0.343"
"15582",,,"0.36",,,"pp",,"CD74 (pp) MR1",,"0.438","false","pp","CD74 (pp) MR1","0.159"
"15583","0.313",,,"0.062",,"pp",,"CD74 (pp) BTK",,"0.415","false","pp","CD74 (pp) BTK","0.166"
"15584","0.542",,"0.9",,,"pp",,"CD4 (pp) LCP2",,"0.959","false","pp","CD4 (pp) LCP2","0.185"
"15585","0.126",,,,,"pp",,"CD4 (pp) GZMB",,"0.49","false","pp","CD4 (pp) GZMB","0.441"
"15586","0.188",,,,,"pp",,"CD4 (pp) CCL2",,"0.404","false","pp","CD4 (pp) CCL2","0.297"
"15587","0.365",,,,,"pp",,"CD4 (pp) SPI1",,"0.541","false","pp","CD4 (pp) SPI1","0.307"
"15588","0.313",,,,,"pp",,"CD4 (pp) IL10RA",,"0.465","false","pp","CD4 (pp) IL10RA","0.253"
"15589","0.107",,"0.6",,,"pp",,"CD4 (pp) HLA-DOA",,"0.638","false","pp","CD4 (pp) HLA-DOA","0.068"
"15590","0.167",,,"0.336",,"pp",,"CD4 (pp) SELL",,"0.736","false","pp","CD4 (pp) SELL","0.561"
"15591","0.128",,,,,"pp",,"CD4 (pp) CD68",,"0.413","false","pp","CD4 (pp) CD68","0.355"
"15592",,,,,,"pp",,"CD4 (pp) CMA1",,"0.446","false","pp","CD4 (pp) CMA1","0.446"
"15593","0.065",,,,,"pp",,"CD4 (pp) BST2",,"0.488","false","pp","CD4 (pp) BST2","0.475"
"15594","0.35",,,,,"pp",,"CD4 (pp) TYROBP",,"0.472","false","pp","CD4 (pp) TYROBP","0.221"
"15595","0.065",,"0.9",,,"pp",,"CD4 (pp) PRKCQ",,"0.92","false","pp","CD4 (pp) PRKCQ","0.216"
"15596","0.099",,,,,"pp",,"CD4 (pp) IL1B",,"0.408","false","pp","CD4 (pp) IL1B","0.37"
"15597","0.099",,"0.9",,,"pp",,"CD4 (pp) CD80",,"0.94","false","pp","CD4 (pp) CD80","0.389"
"15598",,,"0.9",,,"pp",,"CD4 (pp) FNBP1L",,"0.9","false","pp","CD4 (pp) FNBP1L",
"15599","0.298",,,"0.336",,"pp",,"CD4 (pp) CD53",,"0.578","false","pp","CD4 (pp) CD53","0.167"
"15600",,,,,,"pp",,"CD4 (pp) S100B",,"0.587","false","pp","CD4 (pp) S100B","0.587"
"15601","0.322",,,"0.472",,"pp",,"CD4 (pp) CCR5",,"0.921","false","pp","CD4 (pp) CCR5","0.799"
"15602","0.172",,,,,"pp",,"CD4 (pp) NCKAP1L",,"0.44","false","pp","CD4 (pp) NCKAP1L","0.351"
"15603","0.231",,,"0.134",,"pp",,"CD4 (pp) CCR1",,"0.45","false","pp","CD4 (pp) CCR1","0.241"
"15604",,,,,,"pp",,"CD4 (pp) CSF2",,"0.406","false","pp","CD4 (pp) CSF2","0.406"
"15605","0.132",,,,,"pp",,"CD4 (pp) CTLA4",,"0.626","false","pp","CD4 (pp) CTLA4","0.587"
"15606","0.246",,"0.9",,,"pp",,"CD4 (pp) IL7R",,"0.949","false","pp","CD4 (pp) IL7R","0.387"
"15607","0.313",,,,,"pp",,"CD4 (pp) TLR8",,"0.461","false","pp","CD4 (pp) TLR8","0.247"
"15608","0.254",,,,,"pp",,"CD4 (pp) CD84",,"0.42","false","pp","CD4 (pp) CD84","0.254"
"15609","0.076",,,,,"pp",,"CD4 (pp) CD209",,"0.493","false","pp","CD4 (pp) CD209","0.474"
"15610",,,"0.9",,,"pp",,"CD4 (pp) BIN1",,"0.915","false","pp","CD4 (pp) BIN1","0.188"
"15611",,,,,,"pp",,"CD4 (pp) TNFRSF18",,"0.4","false","pp","CD4 (pp) TNFRSF18","0.4"
"15612","0.291",,"0.9",,,"pp",,"CD4 (pp) CD86",,"0.954","false","pp","CD4 (pp) CD86","0.404"
"15613","0.07",,"0.9",,,"pp",,"CD4 (pp) GNG2",,"0.903","false","pp","CD4 (pp) GNG2",
"15614","0.24",,,,,"pp",,"CD4 (pp) IL21R",,"0.407","false","pp","CD4 (pp) IL21R","0.251"
"15615","0.098",,"0.9",,,"pp",,"CD4 (pp) HLA-DQA1",,"0.927","false","pp","CD4 (pp) HLA-DQA1","0.26"
"15616","0.304",,,,,"pp",,"CD4 (pp) SIGLEC1",,"0.481","false","pp","CD4 (pp) SIGLEC1","0.286"
"15617","0.05",,"0.9","0.263",,"pp",,"CD4 (pp) FYN",,"0.938","false","pp","CD4 (pp) FYN","0.229"
"15618","0.099",,,,,"pp",,"CD4 (pp) BTN2A2",,"0.515","false","pp","CD4 (pp) BTN2A2","0.484"
"15619","0.167",,,,,"pp",,"CD4 (pp) FCGR2B",,"0.452","false","pp","CD4 (pp) FCGR2B","0.369"
"15620","0.16",,"0.9","0.8",,"pp",,"CD4 (pp) HLA-DRB1",,"0.986","false","pp","CD4 (pp) HLA-DRB1","0.291"
"15621","0.171",,"0.9",,,"pp",,"CD4 (pp) RGS1",,"0.915","false","pp","CD4 (pp) RGS1","0.064"
"15622","0.31",,,"0.379",,"pp",,"CD4 (pp) FCGR3A",,"0.758","false","pp","CD4 (pp) FCGR3A","0.48"
"15623","0.076",,,,,"pp",,"CD4 (pp) CD1B",,"0.467","false","pp","CD4 (pp) CD1B","0.447"
"15624",,,,,,"pp",,"CD4 (pp) NFKB2",,"0.519","false","pp","CD4 (pp) NFKB2","0.519"
"15625","0.081",,,,,"pp",,"CD4 (pp) CD40",,"0.423","false","pp","CD4 (pp) CD40","0.397"
"15626","0.061",,"0.9",,,"pp",,"CD4 (pp) SLC2A8",,"0.902","false","pp","CD4 (pp) SLC2A8",
"15627","0.05",,,"0.263",,"pp",,"CD4 (pp) SRC",,"0.426","false","pp","CD4 (pp) SRC","0.247"
"15628","0.263",,,"0.263",,"pp",,"CD4 (pp) FGR",,"0.434","false","pp","CD4 (pp) FGR","0.041"
"15629","0.364",,,,,"pp",,"CD4 (pp) C1QA",,"0.489","false","pp","CD4 (pp) C1QA","0.23"
"15630","0.125",,"0.6",,,"pp",,"CD4 (pp) HLA-DMA",,"0.68","false","pp","CD4 (pp) HLA-DMA","0.16"
"15631","0.098",,"0.9","0.379",,"pp",,"CD4 (pp) HLA-DQA2",,"0.953","false","pp","CD4 (pp) HLA-DQA2","0.263"
"15632","0.12",,"0.9","0.379",,"pp",,"CD4 (pp) HLA-DQB1",,"0.965","false","pp","CD4 (pp) HLA-DQB1","0.445"
"15633","0.065",,"0.9",,,"pp",,"CD4 (pp) HLA-DRB5",,"0.915","false","pp","CD4 (pp) HLA-DRB5","0.17"
"15634","0.205",,"0.9","0.4",,"pp",,"CD4 (pp) SYK",,"0.959","false","pp","CD4 (pp) SYK","0.242"
"15635","0.076",,,,,"pp",,"CD4 (pp) FOXP3",,"0.643","false","pp","CD4 (pp) FOXP3","0.63"
"15636","0.175",,"0.36",,,"pp",,"CD4 (pp) APBB1IP",,"0.449","false","pp","CD4 (pp) APBB1IP",
"15637",,,,,,"pp",,"CD4 (pp) GATA3",,"0.673","false","pp","CD4 (pp) GATA3","0.673"
"15638","0.314",,,,,"pp",,"CD4 (pp) LY86",,"0.403","false","pp","CD4 (pp) LY86","0.165"
"15639","0.084",,,"0.336",,"pp",,"CD4 (pp) IL2RA",,"0.762","false","pp","CD4 (pp) IL2RA","0.64"
"15640","0.061",,"0.9",,,"pp",,"CD4 (pp) CD274",,"0.928","false","pp","CD4 (pp) CD274","0.299"
"15641","0.139",,,,,"pp",,"CD4 (pp) CACNA2D4",,"0.526","false","pp","CD4 (pp) CACNA2D4","0.473"
"15642","0.201",,"0.9","0.8",,"pp",,"CD4 (pp) HLA-DRA",,"0.989","false","pp","CD4 (pp) HLA-DRA","0.426"
"15643","0.062",,"0.9",,,"pp",,"CD4 (pp) PDCD1LG2",,"0.934","false","pp","CD4 (pp) PDCD1LG2","0.355"
"15644","0.364",,,,,"pp",,"CD4 (pp) ITGB2",,"0.459","false","pp","CD4 (pp) ITGB2","0.185"
"15645","0.107",,,,,"pp",,"CD4 (pp) RUNX3",,"0.542","false","pp","CD4 (pp) RUNX3","0.508"
"15646","0.065",,,,,"pp",,"CD4 (pp) APOBEC3G",,"0.438","false","pp","CD4 (pp) APOBEC3G","0.424"
"15647",,,,,,"pp",,"CD4 (pp) IL6",,"0.481","false","pp","CD4 (pp) IL6","0.481"
"15648","0.087",,"0.9","0.393",,"pp",,"CD4 (pp) CXCR4",,"0.983","false","pp","CD4 (pp) CXCR4","0.739"
"15649","0.088",,"0.9",,,"pp",,"CD4 (pp) HLA-DQB2",,"0.951","false","pp","CD4 (pp) HLA-DQB2","0.508"
"15650","0.106",,,"0.263",,"pp",,"CD4 (pp) JAK3",,"0.49","false","pp","CD4 (pp) JAK3","0.288"
"15651","0.193",,"0.9","0.379",,"pp",,"CD4 (pp) HLA-DPA1",,"0.952","false","pp","CD4 (pp) HLA-DPA1","0.165"
"15652","0.158",,,,,"pp",,"CD4 (pp) PRF1",,"0.438","false","pp","CD4 (pp) PRF1","0.359"
"15653","0.098",,,,,"pp",,"CD4 (pp) TNF",,"0.537","false","pp","CD4 (pp) TNF","0.507"
"15654","0.17",,"0.6",,,"pp",,"CD4 (pp) HLA-DMB",,"0.654","false","pp","CD4 (pp) HLA-DMB",
"15655","0.089",,"0.9",,,"pp",,"CD4 (pp) ARRB2",,"0.909","false","pp","CD4 (pp) ARRB2","0.083"
"15656","0.172",,"0.9",,,"pp",,"CD4 (pp) HLA-DPB1",,"0.917","false","pp","CD4 (pp) HLA-DPB1","0.084"
"15657",,,,,,"pp",,"CD4 (pp) IL10",,"0.543","false","pp","CD4 (pp) IL10","0.543"
"15658","0.076",,,"0.263",,"pp",,"CD4 (pp) LYN",,"0.415","false","pp","CD4 (pp) LYN","0.21"
"15659","0.068",,,,,"pp",,"CD4 (pp) IDO1",,"0.482","false","pp","CD4 (pp) IDO1","0.468"
"15660","0.14",,,,,"pp",,"CD4 (pp) FCGR3B",,"0.534","false","pp","CD4 (pp) FCGR3B","0.48"
"15661","0.063",,,"0.134",,"pp",,"CD4 (pp) CCR3",,"0.407","false","pp","CD4 (pp) CCR3","0.328"
"15662","0.287",,,,,"pp",,"CD4 (pp) ITGAM",,"0.663","false","pp","CD4 (pp) ITGAM","0.546"
"15663","0.292",,,"0.263",,"pp",,"CD4 (pp) HCK",,"0.514","false","pp","CD4 (pp) HCK","0.144"
"15664","0.152",,,,,"pp",,"CD4 (pp) ITGAX",,"0.605","false","pp","CD4 (pp) ITGAX","0.554"
"15665","0.118",,"0.9",,,"pp",,"CD4 (pp) VAV1",,"0.935","false","pp","CD4 (pp) VAV1","0.323"
"15666","0.172",,,,,"pp",,"CD4 (pp) CCL4",,"0.404","false","pp","CD4 (pp) CCL4","0.31"
"15667","0.179",,,"0.263",,"pp",,"CD4 (pp) BTK",,"0.487","false","pp","CD4 (pp) BTK","0.22"
"15668",,,,"0.081",,"pp",,"HOXC8 (pp) ISL1",,"0.424","false","pp","HOXC8 (pp) ISL1","0.399"
"15669","0.158",,,"0.731",,"pp",,"HOXC8 (pp) HOXA7",,"0.788","false","pp","HOXC8 (pp) HOXA7","0.141"
"15670","0.574",,,"0.73",,"pp",,"HOXC8 (pp) HOXC6",,"0.897","false","pp","HOXC8 (pp) HOXC6","0.181"
"15671",,,,,,"pp",,"HOXC8 (pp) EMB",,"0.535","false","pp","HOXC8 (pp) EMB","0.535"
"15672","0.548",,,"0.185",,"pp",,"HOXC8 (pp) HOXC9",,"0.693","false","pp","HOXC8 (pp) HOXC9","0.233"
"15673","0.447",,,"0.185",,"pp",,"HOXC8 (pp) HOXC10",,"0.615","false","pp","HOXC8 (pp) HOXC10","0.215"
"15674","0.275",,,"0.185",,"pp",,"HOXC8 (pp) HOXB9",,"0.48","false","pp","HOXC8 (pp) HOXB9","0.19"
"15675","0.113",,,"0.797",,"pp",,"HOXC8 (pp) HOXB4",,"0.84","false","pp","HOXC8 (pp) HOXB4","0.186"
"15676",,,,"0.4",,"pp",,"HOXC8 (pp) JUN",,"0.428","false","pp","HOXC8 (pp) JUN","0.086"
"15677","0.139",,,"0.081",,"pp",,"HOXC8 (pp) SHOX2",,"0.409","false","pp","HOXC8 (pp) SHOX2","0.313"
"15678",,,,,,"pp",,"HOXC8 (pp) TMEM26",,"0.501","false","pp","HOXC8 (pp) TMEM26","0.501"
"15679","0.35",,,"0.797",,"pp",,"HOXC8 (pp) HOXC4",,"0.888","false","pp","HOXC8 (pp) HOXC4","0.222"
"15680","0.24",,,,,"pp",,"LCP2 (pp) GZMB",,"0.438","false","pp","LCP2 (pp) GZMB","0.291"
"15681","0.566",,,,,"pp",,"LCP2 (pp) RIN3",,"0.566","false","pp","LCP2 (pp) RIN3",
"15682","0.362",,,,,"pp",,"LCP2 (pp) CORO1A",,"0.413","false","pp","LCP2 (pp) CORO1A","0.118"
"15683","0.739",,,,,"pp",,"LCP2 (pp) SPI1",,"0.759","false","pp","LCP2 (pp) SPI1","0.116"
"15684","0.562",,,,,"pp",,"LCP2 (pp) IL10RA",,"0.612","false","pp","LCP2 (pp) IL10RA","0.15"
"15685","0.331",,,,,"pp",,"LCP2 (pp) SELPLG",,"0.416","false","pp","LCP2 (pp) SELPLG","0.164"
"15686","0.379",,,,,"pp",,"LCP2 (pp) ARHGDIB",,"0.442","false","pp","LCP2 (pp) ARHGDIB","0.138"
"15687",,,"0.8","0.122",,"pp",,"LCP2 (pp) NCK2",,"0.876","false","pp","LCP2 (pp) NCK2","0.353"
"15688","0.765",,,,,"pp",,"LCP2 (pp) PLEK",,"0.871","false","pp","LCP2 (pp) PLEK","0.473"
"15689","0.349",,,,,"pp",,"LCP2 (pp) SELL",,"0.554","false","pp","LCP2 (pp) SELL","0.344"
"15690","0.588",,,,,"pp",,"LCP2 (pp) SRGN",,"0.588","false","pp","LCP2 (pp) SRGN",
"15691","0.423",,,,,"pp",,"LCP2 (pp) TREM1",,"0.481","false","pp","LCP2 (pp) TREM1","0.136"
"15692","0.346",,,,,"pp",,"LCP2 (pp) HCST",,"0.609","false","pp","LCP2 (pp) HCST","0.426"
"15693","0.651",,,,,"pp",,"LCP2 (pp) CYTH4",,"0.651","false","pp","LCP2 (pp) CYTH4",
"15694","0.404",,,,,"pp",,"LCP2 (pp) GIMAP4",,"0.432","false","pp","LCP2 (pp) GIMAP4","0.087"
"15695","0.678",,,,,"pp",,"LCP2 (pp) DOCK2",,"0.794","false","pp","LCP2 (pp) DOCK2","0.389"
"15696","0.362",,,"0.157",,"pp",,"LCP2 (pp) PLCB2",,"0.439","false","pp","LCP2 (pp) PLCB2",
"15697","0.394",,,,,"pp",,"LCP2 (pp) LYZ",,"0.411","false","pp","LCP2 (pp) LYZ","0.069"
"15698","0.571",,"0.9",,,"pp",,"LCP2 (pp) TYROBP",,"0.977","false","pp","LCP2 (pp) TYROBP","0.522"
"15699","0.087",,"0.9","0.379",,"pp",,"LCP2 (pp) PRKCQ",,"0.964","false","pp","LCP2 (pp) PRKCQ","0.442"
"15700","0.55",,,,,"pp",,"LCP2 (pp) CD80",,"0.676","false","pp","LCP2 (pp) CD80","0.31"
"15701","0.088",,,,,"pp",,"LCP2 (pp) ICAM1",,"0.45","false","pp","LCP2 (pp) ICAM1","0.422"
"15702","0.579",,,,,"pp",,"LCP2 (pp) GPR65",,"0.589","false","pp","LCP2 (pp) GPR65","0.063"
"15703","0.624",,,,,"pp",,"LCP2 (pp) BCL2A1",,"0.635","false","pp","LCP2 (pp) BCL2A1","0.069"
"15704","0.627",,,,,"pp",,"LCP2 (pp) IGSF6",,"0.627","false","pp","LCP2 (pp) IGSF6",
"15705","0.706",,,,,"pp",,"LCP2 (pp) CD53",,"0.757","false","pp","LCP2 (pp) CD53","0.207"
"15706","0.296",,,,,"pp",,"LCP2 (pp) FCGR2A",,"0.403","false","pp","LCP2 (pp) FCGR2A","0.187"
"15707","0.348",,,,,"pp",,"LCP2 (pp) DOK2",,"0.539","false","pp","LCP2 (pp) DOK2","0.322"
"15708",,,"0.9",,,"pp",,"LCP2 (pp) MS4A2",,"0.9","false","pp","LCP2 (pp) MS4A2",
"15709","0.384",,,,,"pp",,"LCP2 (pp) FERMT3",,"0.586","false","pp","LCP2 (pp) FERMT3","0.356"
"15710","0.063",,,"0.357",,"pp",,"LCP2 (pp) UBASH3B",,"0.813","false","pp","LCP2 (pp) UBASH3B","0.716"
"15711","0.556",,,,,"pp",,"LCP2 (pp) SAMSN1",,"0.556","false","pp","LCP2 (pp) SAMSN1","0.041"
"15712","0.544",,,,,"pp",,"LCP2 (pp) CSF1R",,"0.637","false","pp","LCP2 (pp) CSF1R","0.237"
"15713","0.414",,"0.9",,,"pp",,"LCP2 (pp) FCER1G",,"0.959","false","pp","LCP2 (pp) FCER1G","0.364"
"15714","0.408",,,,,"pp",,"LCP2 (pp) CCR5",,"0.528","false","pp","LCP2 (pp) CCR5","0.235"
"15715","0.422",,,,,"pp",,"LCP2 (pp) NCKAP1L",,"0.482","false","pp","LCP2 (pp) NCKAP1L","0.14"
"15716","0.593",,,,,"pp",,"LCP2 (pp) LAPTM5",,"0.654","false","pp","LCP2 (pp) LAPTM5","0.186"
"15717","0.574",,,,,"pp",,"LCP2 (pp) CCR1",,"0.707","false","pp","LCP2 (pp) CCR1","0.339"
"15718","0.482",,,,,"pp",,"LCP2 (pp) RNASE6",,"0.482","false","pp","LCP2 (pp) RNASE6",
"15719","0.527",,,,,"pp",,"LCP2 (pp) C3AR1",,"0.527","false","pp","LCP2 (pp) C3AR1",
"15720","0.172",,,,,"pp",,"LCP2 (pp) CTLA4",,"0.68","false","pp","LCP2 (pp) CTLA4","0.63"
"15721","0.545",,,,,"pp",,"LCP2 (pp) IL7R",,"0.591","false","pp","LCP2 (pp) IL7R","0.138"
"15722","0.31",,,"0.354",,"pp",,"LCP2 (pp) HAVCR2",,"0.575","false","pp","LCP2 (pp) HAVCR2","0.124"
"15723","0.336",,,,,"pp",,"LCP2 (pp) TLR8",,"0.412","false","pp","LCP2 (pp) TLR8","0.151"
"15724","0.53",,,,,"pp",,"LCP2 (pp) C1QB",,"0.592","false","pp","LCP2 (pp) C1QB","0.166"
"15725","0.561",,,,,"pp",,"LCP2 (pp) MARCO",,"0.567","false","pp","LCP2 (pp) MARCO","0.054"
"15726","0.674",,,,,"pp",,"LCP2 (pp) HCLS1",,"0.717","false","pp","LCP2 (pp) HCLS1","0.166"
"15727","0.539",,,,,"pp",,"LCP2 (pp) P2RX7",,"0.539","false","pp","LCP2 (pp) P2RX7",
"15728","0.287",,,"0.083",,"pp",,"LCP2 (pp) FES",,"0.4","false","pp","LCP2 (pp) FES","0.156"
"15729","0.395",,,,,"pp",,"LCP2 (pp) CD86",,"0.549","false","pp","LCP2 (pp) CD86","0.286"
"15730","0.529",,,,,"pp",,"LCP2 (pp) IL21R",,"0.529","false","pp","LCP2 (pp) IL21R",
"15731","0.114",,"0.9",,,"pp",,"LCP2 (pp) HLA-DQA1",,"0.913","false","pp","LCP2 (pp) HLA-DQA1","0.105"
"15732","0.221",,,,,"pp",,"LCP2 (pp) STAT5A",,"0.428","false","pp","LCP2 (pp) STAT5A","0.296"
"15733","0.414",,,,,"pp",,"LCP2 (pp) MYO1F",,"0.414","false","pp","LCP2 (pp) MYO1F",
"15734","0.064",,"0.9","0.551",,"pp",,"LCP2 (pp) FYN",,"0.985","false","pp","LCP2 (pp) FYN","0.698"
"15735","0.336",,,,,"pp",,"LCP2 (pp) DOK3",,"0.454","false","pp","LCP2 (pp) DOK3","0.21"
"15736","0.342",,,,,"pp",,"LCP2 (pp) FCGR2B",,"0.425","false","pp","LCP2 (pp) FCGR2B","0.162"
"15737","0.33",,"0.9",,,"pp",,"LCP2 (pp) HLA-DRB1",,"0.931","false","pp","LCP2 (pp) HLA-DRB1","0.053"
"15738","0.483",,,,,"pp",,"LCP2 (pp) CD300A",,"0.5","false","pp","LCP2 (pp) CD300A","0.073"
"15739","0.627",,,,,"pp",,"LCP2 (pp) MPEG1",,"0.627","false","pp","LCP2 (pp) MPEG1",
"15740","0.395",,,,,"pp",,"LCP2 (pp) TLR1",,"0.472","false","pp","LCP2 (pp) TLR1","0.164"
"15741","0.527",,,,,"pp",,"LCP2 (pp) RGS1",,"0.564","false","pp","LCP2 (pp) RGS1","0.116"
"15742","0.551",,,,,"pp",,"LCP2 (pp) RGS18",,"0.589","false","pp","LCP2 (pp) RGS18","0.123"
"15743","0.389",,,,,"pp",,"LCP2 (pp) NCF2",,"0.436","false","pp","LCP2 (pp) NCF2","0.115"
"15744","0.374",,,,,"pp",,"LCP2 (pp) STX11",,"0.443","false","pp","LCP2 (pp) STX11","0.146"
"15745","0.372",,,,,"pp",,"LCP2 (pp) FCGR3A",,"0.426","false","pp","LCP2 (pp) FCGR3A","0.123"
"15746","0.467",,,,,"pp",,"LCP2 (pp) MNDA",,"0.503","false","pp","LCP2 (pp) MNDA","0.106"
"15747","0.285",,,,,"pp",,"LCP2 (pp) FAM26F",,"0.477","false","pp","LCP2 (pp) FAM26F","0.297"
"15748","0.273",,,,,"pp",,"LCP2 (pp) S100A8",,"0.434","false","pp","LCP2 (pp) S100A8","0.254"
"15749","0.27",,,"0.328",,"pp",,"LCP2 (pp) FCGR1A",,"0.537","false","pp","LCP2 (pp) FCGR1A","0.132"
"15750","0.095",,"0.9","0.52",,"pp",,"LCP2 (pp) VAV3",,"0.986","false","pp","LCP2 (pp) VAV3","0.719"
"15751","0.448",,,,,"pp",,"LCP2 (pp) SLC2A6",,"0.448","false","pp","LCP2 (pp) SLC2A6",
"15752","0.061",,,,,"pp",,"LCP2 (pp) TSPAN6",,"0.518","false","pp","LCP2 (pp) TSPAN6","0.508"
"15753","0.558",,,,,"pp",,"LCP2 (pp) CSF3R",,"0.573","false","pp","LCP2 (pp) CSF3R","0.074"
"15754","0.118",,"0.9",,,"pp",,"LCP2 (pp) TREM2",,"0.923","false","pp","LCP2 (pp) TREM2","0.203"
"15755","0.061",,,"0.475",,"pp",,"LCP2 (pp) SRC",,"0.827","false","pp","LCP2 (pp) SRC","0.678"
"15756","0.389",,,"0.332",,"pp",,"LCP2 (pp) THEMIS2",,"0.64","false","pp","LCP2 (pp) THEMIS2","0.188"
"15757","0.383",,,"0.1",,"pp",,"LCP2 (pp) FGR",,"0.68","false","pp","LCP2 (pp) FGR","0.47"
"15758","0.434",,,,,"pp",,"LCP2 (pp) C1QC",,"0.466","false","pp","LCP2 (pp) C1QC","0.095"
"15759","0.462",,,,,"pp",,"LCP2 (pp) C1QA",,"0.499","false","pp","LCP2 (pp) C1QA","0.108"
"15760","0.111",,"0.9",,,"pp",,"LCP2 (pp) HLA-DQA2",,"0.911","false","pp","LCP2 (pp) HLA-DQA2","0.085"
"15761","0.18",,"0.9",,,"pp",,"LCP2 (pp) HLA-DQB1",,"0.915","false","pp","LCP2 (pp) HLA-DQB1","0.052"
"15762","0.119",,"0.9",,,"pp",,"LCP2 (pp) HLA-DRB5",,"0.908","false","pp","LCP2 (pp) HLA-DRB5",
"15763","0.276",,"0.9","0.388",,"pp",,"LCP2 (pp) SYK",,"0.994","false","pp","LCP2 (pp) SYK","0.89"
"15764","0.494",,,,,"pp",,"LCP2 (pp) AIF1",,"0.502","false","pp","LCP2 (pp) AIF1","0.057"
"15765","0.386",,,,,"pp",,"LCP2 (pp) APBB1IP",,"0.699","false","pp","LCP2 (pp) APBB1IP","0.53"
"15766",,,,"0.313",,"pp",,"LCP2 (pp) SHB",,"0.493","false","pp","LCP2 (pp) SHB","0.293"
"15767","0.481",,,,,"pp",,"LCP2 (pp) CYBB",,"0.511","false","pp","LCP2 (pp) CYBB","0.096"
"15768","0.492",,,,,"pp",,"LCP2 (pp) LY86",,"0.566","false","pp","LCP2 (pp) LY86","0.181"
"15769","0.515",,,,,"pp",,"LCP2 (pp) TLR7",,"0.565","false","pp","LCP2 (pp) TLR7","0.139"
"15770","0.495",,,,,"pp",,"LCP2 (pp) LSP1",,"0.495","false","pp","LCP2 (pp) LSP1",
"15771",,,"0.9",,,"pp",,"LCP2 (pp) KLRC2",,"0.914","false","pp","LCP2 (pp) KLRC2","0.18"
