"","gene","lfc1","lfc2","lfc3","lfc4e","lfc4s"
"207","CYTH3",-0.318281158063838,-0.367919608554385,-0.649470307294799,0.138663679903445,0.313897629185935
"208","ADAM22",0.136181736244827,-0.677263541695875,-0.749857789361063,-0.390084147179636,0.289829611129964
"209","SYPL1",0.192974374306871,0.302656506806947,0.45252208000362,0.197573254689518,0.213731641393978
"210","CYB561",0.43760197055133,0.25905049510379,0.573633935428573,0.198856228591351,0.0675727497758195
"211","SPAG9",-0.42327247380947,-0.37180837202315,-0.837226868932554,-0.30753301193473,-0.185967881973186
"212","CELSR3",2.22246089900341,2.73012941823909,2.98817239888023,2.74929325168358,2.48661355497914
"213","AASS",0.0217222597050356,-0.591932267423516,-0.45769849915227,0.325048786861774,0.499175363325286
"214","PLEKHG6",-1.71511230335045,-0.499156240010733,-0.679550140926552,-1.00487284600663,-1.19952847598507
"215","SS18L2",0.165441115582878,0.661352455050073,0.526800295672664,0.231295854575175,0.186548977263397
"216","MPND",-1.32740176516189,-1.07835096438604,-0.831704374322791,-1.26824906180858,-1.17325967751201
"217","MGST1",-0.468592076390467,-0.467924049251426,-0.180704250862534,-0.883059659013258,-0.98491705369941
"218","CRY1",0.318446265992594,-0.101837808694273,-0.054512557859184,-0.0114925725808444,-0.0491430027599802
"219","PGLYRP1",-0.250130721969359,-0.612289068399172,-0.637488189455229,0.486413926314127,-0.660764021474489
"220","NFIX",-0.43797975833486,-0.234106883031131,-0.267817828609864,-0.199623103146981,0.1100628721493
"221","ST3GAL1",0.722085199041074,0.393137784810307,0.183754189828054,0.967533267126324,0.970788539386602
"222","MMP25",-0.119154014524727,-1.41696141848288,-1.36619417159121,-0.422865430663372,-1.21991426130521
"223","IL32",0.408444143098635,0.00118862613374645,-0.131865341445034,0.103501068257532,-0.0283460045641847
"224","PKD1",-0.437199150403375,-0.478981088951455,-0.361210232699091,-0.113168354552041,-0.0240513401806719
"225","MAPK8IP2",1.33188066725861,0.264168474711303,-0.635971232610601,-0.112522588598057,0.627383456580551
"226","MED24",0.168038178126205,0.604266270897916,0.518324701964583,0.370294186830119,0.125384400441109
"227","RHOBTB2",-0.183014407671908,-0.359840915316329,-0.115876474998969,0.0524673638921159,0.0706595296252662
"228","HEATR5B",-0.269409489271815,-0.327869510179903,-0.282419143078922,-0.282253397245066,-0.142693402288102
"229","SEC62",-0.37985462143698,-0.46420481043954,-0.34135176248769,-0.316956207218166,-0.224632008795674
"230","RPS20",0.208614022798747,0.610004694926104,0.488435504544817,0.343830787888982,0.309618031876067
"231","CSDE1",-0.51121434356826,-0.451663016044872,-0.460816640473755,-0.547294812834559,-0.354198696804845
"232","UBE3C",0.292745309710506,0.312572161769429,0.330119503690387,0.20266184094586,0.185175130225988
"233","REV3L",-0.0900552695508051,-0.728346155744626,-0.595430855845037,-0.259103185426239,0.163654772594599
"234","TENM1",-1.91894089768254,-1.63793988587091,-2.775296558291,-1.65957061027019,-0.555108306531178
"235","PAX7",0.447033096167541,5.62200896762905,3.37367026661832,2.24568183684804,5.61737480176843
"236","MASP2",-0.253067526122281,-0.611710183839697,-0.722295915499571,-0.937882007575053,-0.324903782005786
"237","IYD",-1.44084035227769,0.448307507216396,0.0858978078868115,0.155715917297726,0.0996694811704707
"238","FAM76A",-0.134789841380665,-0.316834570828568,-0.0789119005100795,-0.309533693942653,-0.220455838436237
"239","TRAF3IP3",-0.54874952759446,-1.81035111675328,-1.38338301573837,-0.759194704212238,-0.30557250398694
"240","POMT2",0.477913126291629,0.0792459213140529,0.502514737732415,0.14291038279141,0.192537597238897
"241","VTA1",-0.113572709181363,-0.222497026122248,-0.222025698307919,-0.369016615748488,-0.36630556129214
"242","MLXIPL",2.24463800754903,3.13569389521012,2.91950548768569,2.65706880963211,2.57091207718781
"243","BAZ1B",0.487862993960502,0.466949221452795,0.396593458960244,0.396543403093104,0.536615278945866
"244","RANBP9",0.0473467091365812,-0.11063719346818,-0.0885762872665046,0.0362907639754443,0.0760499763679958
"245","ETV7",1.7126569198134,0.635411278992285,0.736158087997715,0.655682133387404,0.498703745553915
"246","SPRTN",0.150759804960075,0.219967300489241,0.16242027864253,0.13120355802603,0.218285777297535
"247","METTL13",0.236381872228927,0.501784930834284,0.446206688388075,0.334020866175879,0.262677752011622
"248","DYRK4",0.703327824224108,0.0969377142438343,1.14872910568909,0.356150910874489,-0.02573100333038
"249","ZNF207",0.386086584180686,0.414219934302249,0.347019131161426,0.353418699134993,0.431148122394218
"250","UQCRC1",-0.379682498590072,-0.37639459504356,-0.151353609385576,-0.649551405294966,-0.754237445291612
"251","STARD3NL",-0.117180938382806,0.338040451686218,-0.0554663777154245,0.266505149871659,0.0019991505640499
"252","CD9",-0.322323816363043,-0.102513955958378,0.0440463369546193,-0.0378027493942106,-0.309794609414102
"253","HHATL",-1.87053086149401,-2.21326194542177,-2.84090236972726,-2.22505794616753,-1.94422945655476
"254","NCAPD2",0.864590587828114,0.764383429149905,0.773784914942564,0.54171226886519,0.446861970363677
"255","IFFO1",-0.422024534185846,-1.11358853758779,-1.14671033575075,0.063366316994629,0.136902358975376
"256","GIPR",0.391302258064037,-0.905446984498586,0.230937245698661,-0.543894022600789,-0.669836539945392
"257","PHF7",-0.710023827170508,-0.992315815316081,-0.580267764804619,-1.05797457319772,-1.08424075771918
"258","SEMA3G",-2.34112622539181,-2.58333399357686,-2.91464365216211,-1.57745561893687,-0.618226302063774
"259","NISCH",-0.317515412945392,-0.27955144554392,-0.148888230974478,-0.210585068792355,-0.035908567091061
"260","STAB1",-1.51229278428272,-2.06803654874926,-2.14869882265066,-0.757879130276909,-0.857821559668819
"261","FUZ",-1.51588482348316,-0.184834677925212,-0.479250671103858,-0.0284793303912507,-0.129829928415952
"262","SLC6A13",1.08843072343642,0.559487186785242,-0.0514619524466147,0.10778443721812,0.930805337987723
"263","IDS",-0.638083258218573,-0.820133244324745,-0.915239545055789,-0.234206311738021,0.031163476021903
"264","PRSS3",-0.494292540234954,-0.273498674007576,-0.265788424534385,-0.494608441855144,-0.809381050780097
"265","ZNF200",0.928013485349412,0.926192941899068,0.864224737655452,0.703863670612843,0.717119544113647
"266","CD4",-0.568441761035829,-1.70916593616919,-1.63131881014455,-0.514063070772883,-0.395518281181797
